age,weight(kg),height(m),gender,goal,diet_plan
10,31,1.2,M,gain weight,High Protein
30,37,1.76,F,lose weight,Low Calorie
43,78,1.64,M,lose weight,Low Calorie
27,54,1.29,F,lose weight,Low Calorie
38,30,1.84,M,lose weight,Low Calorie
33,77,1.3,M,gain weight,Low Calorie
33,32,1.2,M,gain weight,Maintain Weight
12,32,1.22,M,maintain weight,High Protein
10,30,1.2,F,lose weight,Lose Weight
10,34,1.24,M,gain weight,High Protein
13,34,1.26,M,maintain weight,Maintain Weight
10,30,1.2,M,maintain weight,Maintain Weight
41,39,1.32,F,lose weight,Low Calorie
10,37,1.2,M,gain weight,High Protein
40,61,1.49,M,lose weight,Low Calorie
10,31,1.35,F,lose weight,Lose Weight
10,30,1.26,M,gain weight,High Protein
35,67,1.79,F,lose weight,Low Calorie
41,69,1.63,M,lose weight,Low Calorie
10,30,1.2,M,maintain weight,High Protein
33,76,1.52,M,gain weight,Low Calorie
38,85,1.74,F,lose weight,Low Calorie
36,59,1.66,M,lose weight,Low Calorie
35,66,1.76,M,lose weight,Low Calorie
38,30,1.21,F,lose weight,Low Calorie
12,34,1.26,M,lose weight,Low Calorie
28,32,1.33,F,lose weight,Low Calorie
10,30,1.29,F,lose weight,Low Calorie
10,41,1.74,M,gain weight,High Protein
12,34,1.25,M,gain weight,High Protein
38,44,1.2,M,maintain weight,High Protein
34,59,1.78,F,lose weight,Low Calorie
10,36,1.24,M,gain weight,High Protein
35,30,1.85,F,lose weight,Maintain Weight
31,76,1.67,F,lose weight,Low Calorie
10,30,1.2,M,maintain weight,High Protein
36,72,1.72,F,lose weight,Low Calorie
40,63,1.79,F,lose weight,Low Calorie
10,30,1.22,M,maintain weight,Maintain Weight
10,35,1.2,F,lose weight,Lose Weight
18,37,1.82,M,lose weight,Low Calorie
11,30,1.25,M,maintain weight,High Protein
32,77,1.27,M,maintain weight,High Protein
36,76,1.32,M,lose weight,Low Calorie
38,71,1.79,M,lose weight,Low Calorie
10,30,1.2,M,maintain weight,Low Calorie
33,46,1.58,F,lose weight,Low Calorie
30,31,1.28,F,maintain weight,Lose Weight
32,56,1.28,F,lose weight,Low Calorie
15,43,1.24,M,lose weight,Low Calorie
14,32,1.21,M,maintain weight,High Protein
40,32,1.85,M,lose weight,Low Calorie
33,36,1.83,F,lose weight,Lose Weight
36,82,1.83,M,lose weight,Low Calorie
15,30,1.2,M,gain weight,High Protein
10,30,1.2,M,maintain weight,High Protein
16,30,1.2,M,maintain weight,Low Calorie
26,66,1.69,M,lose weight,Low Calorie
28,30,1.26,F,lose weight,Lose Weight
33,43,1.28,F,maintain weight,Low Calorie
10,35,1.24,F,lose weight,Low Calorie
34,71,1.75,F,lose weight,Lose Weight
10,30,1.28,M,gain weight,High Protein
10,31,1.26,F,lose weight,Lose Weight
13,35,1.24,F,lose weight,Low Calorie
39,70,1.87,M,lose weight,Low Calorie
10,30,1.2,M,gain weight,High Protein
29,66,1.25,F,lose weight,Low Calorie
10,31,1.26,M,maintain weight,Low Calorie
10,41,1.2,M,maintain weight,Maintain Weight
33,36,1.27,M,lose weight,High Protein
10,31,1.24,F,lose weight,Maintain Weight
31,87,1.71,M,lose weight,Low Calorie
38,30,1.31,M,maintain weight,Low Calorie
38,32,1.31,M,gain weight,High Protein
28,82,1.78,F,lose weight,Low Calorie
10,30,1.33,M,gain weight,High Protein
29,75,1.89,F,lose weight,Low Calorie
38,73,1.64,M,lose weight,Low Calorie
34,66,1.81,M,maintain weight,Maintain Weight
33,35,1.25,M,gain weight,High Protein
11,32,1.29,M,lose weight,Low Calorie
37,89,1.89,M,lose weight,Low Calorie
10,33,1.52,M,maintain weight,Low Calorie
41,39,1.27,M,maintain weight,Low Calorie
32,66,1.78,F,lose weight,Lose Weight
30,30,1.64,M,lose weight,Low Calorie
38,81,1.78,F,lose weight,Low Calorie
34,32,1.31,M,lose weight,Low Calorie
43,67,1.74,F,lose weight,Low Calorie
39,93,1.68,M,lose weight,Low Calorie
38,81,1.69,F,lose weight,Low Calorie
30,46,1.21,M,gain weight,Low Calorie
10,31,1.24,M,gain weight,High Protein
12,34,1.23,M,lose weight,Low Calorie
42,86,1.89,F,lose weight,Low Calorie
11,37,1.26,M,gain weight,High Protein
42,69,1.81,M,lose weight,Low Calorie
10,36,1.2,M,maintain weight,Maintain Weight
35,37,1.86,M,lose weight,Low Calorie
37,60,1.66,F,lose weight,Low Calorie
10,30,1.31,M,lose weight,Low Calorie
27,76,1.83,M,lose weight,Low Calorie
30,30,1.23,M,gain weight,High Protein
12,31,1.2,M,maintain weight,High Protein
39,93,1.89,M,lose weight,Low Calorie
32,77,1.85,M,lose weight,Low Calorie
39,75,1.89,F,lose weight,Low Calorie
13,34,1.21,M,gain weight,High Protein
10,30,1.56,F,lose weight,Lose Weight
16,35,1.23,F,lose weight,Lose Weight
15,39,1.21,M,lose weight,Low Calorie
34,33,1.81,M,lose weight,Lose Weight
35,72,1.89,M,lose weight,Low Calorie
11,31,1.7,F,lose weight,Low Calorie
12,35,1.33,M,maintain weight,Low Calorie
39,76,1.86,F,lose weight,Low Calorie
10,34,1.21,M,maintain weight,Maintain Weight
45,81,1.86,M,lose weight,Low Calorie
11,32,1.2,M,maintain weight,Maintain Weight
33,67,1.79,M,maintain weight,Low Calorie
11,30,1.27,M,maintain weight,High Protein
10,38,1.2,M,maintain weight,High Protein
22,61,1.73,F,lose weight,Lose Weight
10,34,1.36,F,lose weight,Low Calorie
11,38,1.28,M,gain weight,High Protein
37,41,1.32,M,gain weight,High Protein
33,30,1.34,F,lose weight,Low Calorie
29,33,1.28,M,gain weight,High Protein
10,30,1.21,F,maintain weight,Lose Weight
31,77,1.79,F,lose weight,Low Calorie
31,34,1.2,F,maintain weight,Low Calorie
13,34,1.27,M,lose weight,Low Calorie
10,30,1.2,M,maintain weight,Maintain Weight
10,30,1.2,M,maintain weight,Maintain Weight
32,39,1.82,F,maintain weight,High Protein
36,59,1.78,M,lose weight,Low Calorie
36,73,1.89,M,gain weight,High Protein
40,56,1.89,F,lose weight,Low Calorie
11,34,1.32,F,lose weight,Low Calorie
38,51,1.83,M,lose weight,High Protein
10,30,1.2,M,gain weight,High Protein
10,36,1.22,M,maintain weight,Maintain Weight
10,30,1.21,F,maintain weight,Maintain Weight
30,44,1.66,F,lose weight,Low Calorie
29,30,1.4,F,gain weight,High Protein
27,67,1.79,F,lose weight,Low Calorie
33,71,1.86,F,lose weight,Low Calorie
10,30,1.21,M,maintain weight,High Protein
14,30,1.27,M,lose weight,Low Calorie
29,30,1.32,F,gain weight,Lose Weight
25,30,1.33,F,lose weight,Lose Weight
41,86,1.87,M,lose weight,Low Calorie
10,37,1.29,M,gain weight,High Protein
10,32,1.24,F,maintain weight,Low Calorie
10,34,1.27,F,lose weight,Low Calorie
35,30,1.7,F,lose weight,Low Calorie
12,30,1.25,M,maintain weight,Low Calorie
35,33,1.32,M,gain weight,High Protein
35,32,1.86,M,maintain weight,Low Calorie
37,32,1.89,M,lose weight,Low Calorie
10,30,1.2,M,maintain weight,Maintain Weight
33,66,1.86,F,lose weight,Low Calorie
10,30,1.2,M,maintain weight,Low Calorie
35,38,1.2,M,maintain weight,Maintain Weight
36,30,1.24,F,lose weight,Low Calorie
10,30,1.2,M,maintain weight,Maintain Weight
28,67,1.89,F,lose weight,Low Calorie
17,33,1.2,M,maintain weight,Low Calorie
17,30,1.31,M,maintain weight,Low Calorie
10,30,1.32,F,lose weight,Low Calorie
10,36,1.27,F,lose weight,Low Calorie
11,36,1.28,M,gain weight,High Protein
38,90,1.89,F,lose weight,Low Calorie
11,38,1.34,F,lose weight,Low Calorie
41,30,1.8,F,lose weight,Low Calorie
10,32,1.2,F,lose weight,Lose Weight
10,30,1.25,F,lose weight,Low Calorie
39,37,1.36,M,lose weight,Low Calorie
16,30,1.28,M,gain weight,High Protein
36,77,1.79,M,lose weight,Low Calorie
37,70,1.29,M,gain weight,High Protein
25,30,1.2,F,lose weight,Lose Weight
12,34,1.26,M,gain weight,Maintain Weight
36,74,1.77,F,lose weight,Low Calorie
32,37,1.26,F,lose weight,Low Calorie
36,36,1.86,M,gain weight,Maintain Weight
34,87,1.6,F,lose weight,Low Calorie
36,67,1.71,M,maintain weight,Low Calorie
32,32,1.26,M,lose weight,Low Calorie
10,31,1.35,F,lose weight,Low Calorie
10,30,1.22,M,maintain weight,Low Calorie
10,38,1.24,F,maintain weight,Low Calorie
12,43,1.25,M,gain weight,High Protein
36,32,1.33,F,lose weight,Low Calorie
10,30,1.2,M,lose weight,Lose Weight
32,93,1.78,M,lose weight,Low Calorie
37,41,1.27,F,lose weight,Low Calorie
17,38,1.29,M,maintain weight,Low Calorie
10,60,1.29,F,lose weight,Lose Weight
34,70,1.89,F,lose weight,Low Calorie
32,43,1.24,F,lose weight,Low Calorie
32,33,1.26,M,gain weight,Low Calorie
30,35,1.22,M,maintain weight,Lose Weight
13,42,1.31,M,maintain weight,Low Calorie
10,34,1.23,F,lose weight,Lose Weight
33,39,1.24,M,maintain weight,Low Calorie
38,80,1.68,M,maintain weight,High Protein
29,83,1.33,M,lose weight,Low Calorie
33,36,1.23,M,gain weight,Low Calorie
39,65,1.89,M,lose weight,Low Calorie
10,31,1.2,M,gain weight,High Protein
15,31,1.21,M,gain weight,High Protein
15,30,1.2,F,maintain weight,Maintain Weight
29,73,1.62,F,lose weight,Low Calorie
37,40,1.2,F,lose weight,Lose Weight
16,35,1.29,M,lose weight,Low Calorie
11,38,1.29,M,lose weight,Low Calorie
30,76,1.84,F,lose weight,Low Calorie
37,42,1.26,M,maintain weight,High Protein
10,30,1.3,F,gain weight,High Protein
39,30,1.27,M,gain weight,High Protein
10,35,1.58,F,maintain weight,High Protein
10,34,1.72,F,lose weight,Low Calorie
34,64,1.82,M,lose weight,Low Calorie
10,30,1.22,F,lose weight,Lose Weight
36,32,1.22,M,maintain weight,High Protein
36,37,1.24,F,maintain weight,Maintain Weight
34,70,1.26,F,lose weight,Low Calorie
41,34,1.24,M,maintain weight,Low Calorie
10,38,1.3,M,maintain weight,Low Calorie
26,30,1.3,F,lose weight,Lose Weight
15,31,1.25,M,maintain weight,Low Calorie
27,44,1.28,M,maintain weight,Maintain Weight
39,40,1.32,F,lose weight,Low Calorie
10,30,1.2,M,maintain weight,High Protein
10,30,1.26,F,lose weight,Lose Weight
13,60,1.85,F,lose weight,Low Calorie
35,30,1.2,M,maintain weight,Low Calorie
30,31,1.34,F,lose weight,Low Calorie
26,35,1.71,F,lose weight,Low Calorie
27,30,1.5,M,lose weight,Low Calorie
36,40,1.82,M,gain weight,High Protein
10,30,1.22,M,gain weight,High Protein
29,42,1.78,F,lose weight,Low Calorie
44,74,1.8,F,lose weight,Low Calorie
36,78,1.75,F,lose weight,Low Calorie
10,39,1.77,F,lose weight,Low Calorie
10,30,1.3,F,lose weight,Lose Weight
10,30,1.23,F,lose weight,Low Calorie
36,73,1.89,M,gain weight,High Protein
35,41,1.23,M,lose weight,Low Calorie
34,34,1.25,M,maintain weight,Low Calorie
37,30,1.69,M,lose weight,Low Calorie
11,41,1.2,M,maintain weight,Maintain Weight
27,69,1.74,F,lose weight,Lose Weight
34,32,1.6,F,lose weight,Low Calorie
10,35,1.29,M,gain weight,High Protein
12,30,1.2,M,maintain weight,High Protein
14,36,1.21,M,maintain weight,Maintain Weight
14,30,1.3,M,maintain weight,High Protein
44,85,1.83,M,lose weight,Low Calorie
10,33,1.2,M,gain weight,High Protein
10,38,1.2,M,maintain weight,High Protein
37,39,1.89,M,lose weight,Low Calorie
30,65,1.69,F,lose weight,Low Calorie
30,60,1.75,F,lose weight,Low Calorie
30,69,1.46,F,lose weight,Low Calorie
33,30,1.28,M,lose weight,Low Calorie
10,32,1.3,M,lose weight,Low Calorie
34,45,1.22,M,gain weight,Low Calorie
17,33,1.23,M,maintain weight,High Protein
31,38,1.78,F,lose weight,Low Calorie
33,35,1.76,F,lose weight,Low Calorie
11,45,1.2,M,maintain weight,Maintain Weight
33,30,1.28,M,gain weight,High Protein
40,87,1.89,M,lose weight,Low Calorie
10,36,1.2,M,maintain weight,Maintain Weight
15,33,1.2,M,maintain weight,Low Calorie
13,30,1.22,M,maintain weight,High Protein
10,55,1.27,F,lose weight,Low Calorie
39,31,1.87,M,lose weight,Low Calorie
27,32,1.31,F,lose weight,Low Calorie
25,30,1.89,F,gain weight,High Protein
39,77,1.8,M,lose weight,High Protein
13,36,1.22,M,gain weight,High Protein
31,35,1.57,M,lose weight,Low Calorie
24,30,1.28,F,maintain weight,Lose Weight
39,79,1.89,F,lose weight,Low Calorie
10,30,1.28,F,lose weight,Low Calorie
37,30,1.22,M,lose weight,Low Calorie
39,31,1.23,M,lose weight,Low Calorie
10,35,1.24,M,gain weight,High Protein
33,69,1.82,F,lose weight,Low Calorie
10,40,1.36,F,lose weight,Low Calorie
13,37,1.2,M,maintain weight,Maintain Weight
35,30,1.29,M,maintain weight,Low Calorie
33,71,1.84,M,lose weight,Low Calorie
34,39,1.23,M,maintain weight,High Protein
27,66,1.22,F,lose weight,Maintain Weight
10,30,1.21,M,maintain weight,Low Calorie
36,64,1.8,M,lose weight,Low Calorie
36,33,1.32,M,lose weight,Low Calorie
34,30,1.66,M,maintain weight,Low Calorie
35,63,1.78,F,gain weight,Low Calorie
46,78,1.68,M,lose weight,Low Calorie
36,46,1.85,M,maintain weight,Low Calorie
32,68,1.26,M,lose weight,Maintain Weight
10,33,1.26,M,maintain weight,Low Calorie
29,81,1.73,M,lose weight,Low Calorie
31,78,1.71,M,lose weight,Low Calorie
10,31,1.31,M,lose weight,Lose Weight
32,44,1.83,M,gain weight,High Protein
34,74,1.3,F,lose weight,Low Calorie
17,30,1.21,M,maintain weight,Low Calorie
12,40,1.35,M,gain weight,High Protein
36,38,1.25,M,gain weight,High Protein
30,44,1.75,F,lose weight,Low Calorie
34,32,1.58,F,lose weight,Low Calorie
35,84,1.87,F,lose weight,Low Calorie
10,39,1.65,M,lose weight,Lose Weight
10,30,1.66,F,lose weight,Lose Weight
35,88,1.8,M,lose weight,Low Calorie
10,31,1.33,F,lose weight,Maintain Weight
35,36,1.31,M,lose weight,Low Calorie
12,30,1.26,M,gain weight,Low Calorie
15,37,1.27,M,maintain weight,High Protein
10,35,1.29,M,gain weight,High Protein
15,33,1.81,F,lose weight,Low Calorie
10,31,1.27,F,lose weight,Maintain Weight
10,30,1.2,M,gain weight,High Protein
17,39,1.27,M,gain weight,High Protein
36,42,1.26,M,lose weight,Low Calorie
35,60,1.37,M,gain weight,High Protein
10,30,1.2,M,maintain weight,Maintain Weight
31,65,1.8,M,lose weight,Low Calorie
11,33,1.2,M,gain weight,Maintain Weight
29,65,1.69,M,maintain weight,Maintain Weight
25,36,1.35,M,lose weight,Lose Weight
29,30,1.74,M,lose weight,Lose Weight
10,31,1.24,M,maintain weight,High Protein
31,34,1.21,M,maintain weight,High Protein
13,35,1.2,M,maintain weight,High Protein
35,58,1.65,F,lose weight,Low Calorie
34,67,1.79,F,lose weight,Low Calorie
29,87,1.24,F,lose weight,Low Calorie
32,92,1.66,F,lose weight,Low Calorie
16,30,1.2,M,maintain weight,Low Calorie
17,30,1.26,M,gain weight,Maintain Weight
10,30,1.27,F,lose weight,Lose Weight
10,31,1.23,M,gain weight,High Protein
30,48,1.32,F,lose weight,Low Calorie
10,30,1.33,F,lose weight,Low Calorie
26,35,1.54,F,lose weight,Low Calorie
33,44,1.55,M,lose weight,Low Calorie
33,80,1.86,M,lose weight,Low Calorie
32,30,1.66,F,lose weight,Low Calorie
10,33,1.2,M,maintain weight,Low Calorie
31,68,1.7,F,lose weight,Low Calorie
36,61,1.58,F,lose weight,Low Calorie
10,30,1.2,F,lose weight,Lose Weight
10,30,1.29,M,gain weight,High Protein
33,83,1.78,F,lose weight,Low Calorie
29,58,1.71,F,lose weight,Low Calorie
33,30,1.23,M,lose weight,Low Calorie
10,30,1.28,M,gain weight,Low Calorie
10,34,1.25,M,gain weight,High Protein
17,33,1.24,M,maintain weight,Maintain Weight
10,36,1.23,M,maintain weight,Low Calorie
39,33,1.27,F,lose weight,Low Calorie
12,30,1.24,M,maintain weight,High Protein
10,30,1.27,F,lose weight,Low Calorie
29,64,1.24,F,lose weight,Lose Weight
27,69,1.73,F,lose weight,Low Calorie
10,36,1.22,F,maintain weight,Lose Weight
34,67,1.32,M,gain weight,High Protein
38,33,1.23,M,gain weight,High Protein
10,34,1.27,F,lose weight,Low Calorie
43,83,1.8,F,lose weight,Low Calorie
35,30,1.21,M,maintain weight,High Protein
32,54,1.81,F,lose weight,Low Calorie
31,34,1.33,F,lose weight,Low Calorie
33,51,1.89,F,lose weight,Low Calorie
34,55,1.75,F,lose weight,Low Calorie
38,30,1.2,F,lose weight,Low Calorie
10,44,1.29,F,maintain weight,Low Calorie
25,87,1.47,F,lose weight,Lose Weight
10,30,1.32,F,lose weight,Low Calorie
12,30,1.3,F,lose weight,Low Calorie
10,30,1.24,M,maintain weight,Maintain Weight
32,34,1.63,F,lose weight,Low Calorie
10,30,1.21,M,maintain weight,High Protein
10,73,1.28,F,lose weight,Low Calorie
29,36,1.22,F,lose weight,Low Calorie
35,36,1.74,F,lose weight,Low Calorie
10,37,1.22,M,gain weight,High Protein
34,88,1.69,F,lose weight,Low Calorie
28,80,1.74,F,lose weight,Lose Weight
15,30,1.21,F,maintain weight,Maintain Weight
40,69,1.88,M,lose weight,Low Calorie
39,80,1.77,M,lose weight,Low Calorie
10,30,1.2,M,maintain weight,Maintain Weight
36,76,1.75,M,lose weight,Low Calorie
10,33,1.2,F,lose weight,Lose Weight
10,40,1.22,F,gain weight,Lose Weight
11,32,1.28,M,gain weight,High Protein
34,74,1.39,M,lose weight,Low Calorie
11,37,1.32,M,gain weight,High Protein
30,68,1.87,M,lose weight,Low Calorie
12,42,1.27,M,maintain weight,Maintain Weight
25,79,1.72,F,lose weight,Low Calorie
41,41,1.77,F,gain weight,Low Calorie
37,32,1.27,M,maintain weight,Low Calorie
40,76,1.87,F,lose weight,Low Calorie
33,71,1.87,F,lose weight,Low Calorie
17,41,1.21,M,lose weight,Low Calorie
39,69,1.71,M,maintain weight,Low Calorie
10,30,1.2,M,maintain weight,Maintain Weight
10,32,1.26,M,maintain weight,Low Calorie
35,34,1.2,M,gain weight,Low Calorie
12,41,1.22,M,maintain weight,High Protein
44,37,1.66,M,maintain weight,Low Calorie
33,77,1.79,F,lose weight,Low Calorie
25,39,1.8,M,gain weight,High Protein
35,52,1.81,M,lose weight,Low Calorie
29,85,1.66,M,lose weight,Low Calorie
36,38,1.29,M,lose weight,Low Calorie
33,64,1.68,F,lose weight,Lose Weight
31,32,1.3,M,lose weight,Low Calorie
28,58,1.2,F,lose weight,Lose Weight
10,30,1.2,F,lose weight,Low Calorie
34,49,1.24,M,gain weight,Low Calorie
11,38,1.3,F,lose weight,Low Calorie
36,72,1.89,M,lose weight,Low Calorie
28,74,1.77,F,lose weight,Low Calorie
10,34,1.33,M,lose weight,Low Calorie
10,33,1.22,M,maintain weight,Maintain Weight
13,35,1.2,M,maintain weight,Maintain Weight
31,43,1.33,M,gain weight,High Protein
33,39,1.32,M,lose weight,Low Calorie
37,38,1.69,M,lose weight,Low Calorie
11,34,1.27,F,lose weight,Low Calorie
10,32,1.2,M,maintain weight,High Protein
13,35,1.2,M,maintain weight,High Protein
37,76,1.87,M,lose weight,Low Calorie
33,70,1.65,M,lose weight,Low Calorie
33,38,1.71,M,gain weight,High Protein
37,93,1.68,M,lose weight,Low Calorie
35,30,1.34,M,gain weight,High Protein
27,39,1.89,F,lose weight,Lose Weight
38,30,1.29,M,gain weight,High Protein
44,41,1.81,M,lose weight,Low Calorie
40,43,1.81,M,lose weight,Low Calorie
39,39,1.24,M,maintain weight,Low Calorie
32,71,1.73,M,lose weight,Low Calorie
41,61,1.31,F,lose weight,Low Calorie
44,90,1.83,M,lose weight,Low Calorie
35,37,1.76,F,lose weight,Low Calorie
11,31,1.67,M,lose weight,Low Calorie
26,71,1.31,M,lose weight,Lose Weight
39,75,1.8,M,lose weight,Low Calorie
31,45,1.64,M,lose weight,Low Calorie
44,80,1.51,F,lose weight,Low Calorie
29,30,1.2,M,maintain weight,High Protein
33,93,1.77,M,gain weight,Maintain Weight
15,30,1.2,M,gain weight,High Protein
35,31,1.4,F,lose weight,Lose Weight
11,40,1.24,M,maintain weight,Maintain Weight
38,82,1.65,F,lose weight,Low Calorie
14,35,1.26,M,lose weight,Low Calorie
12,30,1.21,F,lose weight,Low Calorie
11,30,1.21,M,gain weight,High Protein
35,68,1.75,M,lose weight,Low Calorie
16,30,1.23,M,gain weight,Low Calorie
34,40,1.26,M,gain weight,Low Calorie
10,34,1.2,F,maintain weight,Maintain Weight
33,30,1.37,F,lose weight,Low Calorie
16,33,1.2,F,maintain weight,Maintain Weight
10,38,1.22,M,maintain weight,Maintain Weight
15,30,1.25,M,lose weight,Low Calorie
10,60,1.86,F,lose weight,Low Calorie
14,30,1.2,M,maintain weight,Low Calorie
39,37,1.57,M,lose weight,Low Calorie
33,57,1.85,F,lose weight,Low Calorie
14,33,1.22,M,gain weight,High Protein
32,34,1.37,M,lose weight,Low Calorie
10,31,1.26,F,lose weight,Lose Weight
32,39,1.26,F,lose weight,Low Calorie
10,30,1.21,M,maintain weight,Maintain Weight
36,79,1.77,F,lose weight,Low Calorie
37,36,1.2,M,gain weight,High Protein
10,37,1.35,F,lose weight,Low Calorie
34,76,1.81,F,gain weight,Low Calorie
10,32,1.28,M,maintain weight,High Protein
34,69,1.89,M,gain weight,High Protein
31,40,1.24,M,gain weight,High Protein
12,34,1.2,M,gain weight,High Protein
32,67,1.75,F,lose weight,Low Calorie
11,76,1.28,F,lose weight,Low Calorie
30,40,1.84,F,lose weight,Low Calorie
36,78,1.69,M,lose weight,Low Calorie
14,40,1.31,M,maintain weight,High Protein
35,30,1.28,M,maintain weight,Low Calorie
31,30,1.24,M,gain weight,High Protein
10,33,1.29,F,lose weight,Lose Weight
30,30,1.22,M,gain weight,High Protein
33,74,1.83,F,maintain weight,Lose Weight
28,30,1.26,F,lose weight,Lose Weight
38,84,1.82,M,lose weight,Low Calorie
32,71,1.89,F,lose weight,Low Calorie
42,90,1.87,M,lose weight,Low Calorie
10,30,1.26,M,gain weight,Low Calorie
10,36,1.26,M,gain weight,High Protein
31,32,1.88,F,lose weight,Low Calorie
10,49,1.2,M,gain weight,Low Calorie
28,32,1.21,F,lose weight,High Protein
10,30,1.22,M,maintain weight,High Protein
32,35,1.25,M,gain weight,Low Calorie
38,75,1.64,M,lose weight,Low Calorie
31,64,1.88,F,lose weight,Lose Weight
16,34,1.23,M,maintain weight,Low Calorie
43,85,1.89,F,lose weight,Low Calorie
10,36,1.32,M,gain weight,High Protein
22,76,1.66,F,lose weight,Lose Weight
40,59,1.57,M,maintain weight,Low Calorie
34,38,1.27,F,lose weight,Lose Weight
31,36,1.75,M,maintain weight,High Protein
33,83,1.31,F,lose weight,Lose Weight
32,70,1.84,M,lose weight,Low Calorie
16,30,1.25,M,maintain weight,Maintain Weight
